route_id,trip_id,direction_id,year,month,twenty_pct_occupancy,thirty_pct_occupancy,forty_pct_occupancy,median_occupancy,sixty_pct_occupancy,seventy_pct_occupancy,seventy_five_pct_occupancy,seventy_five_pct_occupancy_1,eighty_pct_occupancy,ninety_fifth_pct_occupancy,max_occupancy
21,136674,1,2019,6,2,3,3,4,5,6,7,7,8,11,11
16,133797,0,2019,4,1,2,3,4,5,6,7,7,7,9,12
9,140199,0,2020,1,3,3.4999999999999969,4,4,5,6,7,7,10,14,15
4,139815,1,2020,1,1,3,5,5,6,6.2999999999999865,7,7,9,12,14
9,134795,0,2019,5,0.40000000000000191,1,1,4,5,7,7,7,8,18,20
1,138379,0,2019,11,3,4,5,5,6,6.0999999999999943,7,7,9,11,11
9,140127,1,2019,11,2,2,3,4,4,5,7,7,11,16,20
21,136692,1,2019,5,3,4,4,5,5,6,7,7,7,10,13
9,140188,1,2020,3,4,5,5,5,6,7,7,7,7,10,11
13,138745,1,2019,9,1,3,4,4,5,5,7,7,7,10,13
21,139328,0,2019,11,2,5,6,6,7,7,7,7,9,14,14
10A,135871,1,2019,6,3,4,5,5,5,6,7,7,7,12,15
4,139692,0,2020,2,2,4,4,5,6,6.5999999999999357,7,7,8,13,15
9,140145,1,2019,9,3,4,5,5,6,7,7,7,7,14,16
16,139202,1,2020,3,6,6,6,6,6,6,7,7,7,7,7
4,139676,0,2020,1,3,4,5,5,6,7,7,7,8,11,21
9,137485,1,2019,5,3,4,4,5,6,6,7,7,8.8000000000000522,12,20
21,139351,1,2019,12,4,4,5,5,5,6,7,7,7,10,12
1,138498,0,2020,3,2.8000000000000003,3,3,3,5,5.5999999999999961,7,7,7,7,7
1,138510,1,2019,10,3,4,4,5,5,7,7,7,8,11,13
10G,138660,1,2019,9,3,4,4,5,6,7,7,7,8,10,13
1,138503,0,2019,9,5,5,5,6,6,7,7,7,7,8,8
10G,135952,0,2019,6,2,3,4,4,5,6,7,7,7,11,14
10G,138632,0,2019,10,1,2,3,5,5,6,7,7,8,12,12
1,138405,1,2020,1,2,4,5,5,6,6,7,7,7,9,13
21,136681,1,2019,8,4,5,5,6,6,6,7,7,8,8.0999999999999943,12
16,136523,0,2019,7,3,4,4,4,6,7,7,7,7,7,8
9,134780,0,2019,1,3,3,4,5,6,7,7,7,7,9,14
1,149228,1,2020,5,4,5,5,5,6,6,7,7,7,10,12
9,134860,1,2019,3,2,3,3,4,5,7,7,7,9,12,16
4,139713,1,2019,11,5,5,6,6,7,7,7,7,8,12,12
16,152047,0,2020,5,3,4,4,4,5,6,7,7,7,9,12
9,140183,1,2019,10,4,5,6,7,7,7,7,7,8,8,9
10G,135960,0,2019,5,4,4,5,5,6,6.4999999999999538,7,7,8,11,15
9,134822,1,2019,4,2.6000000000000068,4,5,5,5,6,7,7,7,8,9
10G,138718,1,2020,2,3,3,4,4,5,7,7,7,7,9,9
21,136708,0,2019,6,2,3,3,4,5,6,7,7,8,10,10
21,133983,0,2019,3,3,4,5,5,6,7,7,7,7,9,13
9,137452,0,2019,6,2,3,4,5,6,7,7,7,8,10,13
21,133982,0,2019,5,3,4,4,6,6,6,7,7,8,10,10
16,136484,1,2019,8,4,4,5,5,6,6,7,7,7,9,10
10G,135987,1,2019,8,2,3,4,4,6,7,7,7,8,10,11
16,149962,1,2020,5,2,5,5,6,6,7,7,7,9,9,9
9,134843,0,2019,3,4,5,6,6,7,7,7,7,8,10,10
21,139318,0,2020,2,3,4,4,5,5,7,7,7,8,9,10
1,133168,1,2019,2,2,5,5,6,6,7,7,7,8.4000000000000075,12,12
21,139327,0,2019,12,2,2,3,4,4,6,7,7,7,12.399999999999984,16
10A,135859,0,2019,6,3,4,4,5,6,6,7,7,7,11,14
1,133019,0,2019,4,1,1,2,4,5,6,7,7,8,12,14
16,139172,1,2019,12,3,3,3,4,5,6,7,7,7,11,13
1,138342,0,2019,9,4,5,5,6,6,7,7,7,7,10,11
9,134770,0,2019,2,2,3,4,4,5,6,7,7,7,8,10
10G,135962,0,2019,6,1,3,3,4,5,6,7,7,7,8,11
4,151784,1,2020,5,3,4,5,5,6,7,7,7,8,11,13
13,133378,0,2019,2,4,4,5,6,6,7,7,7,7,11,16
1,133131,1,2019,5,4,4,5.0000000000000018,6,7,7,7,7,8,8,8
21,139347,1,2019,11,2,2,3,4,4,6,7,7,8,8,10
9,134819,1,2019,2,3,4,5,5,6,6,7,7,7,11,14
1,138381,0,2019,10,3,4,4,5,5.3999999999999968,7,7,7,8,10,10
10A,135880,1,2019,7,2,3,5,5,6,6,7,7,7,10,14
21,139351,1,2019,9,2.6000000000000019,4,6,6,6,7,7,7,7,14,14
4,134306,0,2019,3,3,4,4,5,6,7,7,7,8,11,15
1,135721,1,2019,8,3,3,4,5,5,6,7,7,7,9,11
9,134780,0,2019,3,2,3,3,5,5,6,7,7,7,11,15
16,136450,0,2019,6,4,4,5,5,5,6,7,7,7,9,11
28,139448,1,2019,10,3,3,4,5,6,7,7,7,7,11,11
1,138386,1,2019,9,2,3,4,5,5,7,7,7,7,10,11
1,135745,1,2019,7,3,3,5,5,6,7,7,7,8,10,11
4,151758,0,2020,5,1,2,3,4,5,7,7,7,8,12,12
16,133830,1,2019,4,2,3,4,5,5,7,7,7,8,10,12
16,139157,1,2019,10,2,3,4,5,6,7,7,7,8,10,14
4,134511,1,2019,2,4,4,5,5,5,6,7,7,7,11,11
1,138367,0,2019,10,3,4,4,5,6,7,7,7,7,10,12
21,139346,1,2020,2,2,5,5,6,6,7,7,7,7,10,11
1,138491,1,2020,4,2,2,2,3,5,6,7,7,7,8,8
1,133163,0,2019,2,4,5,6,6,7,7,7,7,8,8,9
1,133129,1,2019,1,4,4.1999999999999975,5,5,6,6,7,7,7,8,9
1,151713,1,2020,4,3,4,5,5,6,7,7,7,7.2000000000000171,13,13
10A,133197,1,2019,2,1,2,3,4,5,6,7,7,8.6000000000000334,11,15
10A,138549,1,2019,10,3,4,4,5,5,6,7,7,7,10,13
9,140113,0,2019,10,1,3,3,4,5,7,7,7,7,8,10
21,136746,1,2019,8,4,4,4,4,5.9999999999999991,7,7,7,7,7,7
28,139447,1,2019,12,3,4,4,5,5.9999999999999964,6,7,7,7,8,13
21,134016,1,2019,4,4,5,5,6,7,7,7,7,8,9,10
13,133381,0,2019,4,3,4,5,5,6,7,7,7,8,11,13
21,136689,1,2019,8,4,4,4,4,6,6,7,7,7,7,8
9,137507,1,2019,6,2,3,3,4,5,6,7,7,12,16,21
10G,135977,1,2019,8,4,5,5,6,6,7,7,7,7,9,11
16,139236,1,2019,12,3,3,4,5,6,6.5999999999999925,7,7,7,8,8
4,134470,0,2019,4,4,5,5,5,6,7,7,7,8,13,13
1,138446,0,2019,9,5,5,5,6,7,7,7,7,8,11,11
13,138744,1,2020,1,2,3,3,4,5,6,7,7,8,10,14
13,138725,0,2019,10,3,4,4,5,6,7,7,7,8,10,12
1,133120,1,2019,4,3,4,4,4,6,6,7,7,7,8.04999999999999,9
21,139403,1,2020,2,3,4,4,5,6,7,7,7,7,8,8
4,137005,0,2019,6,3,3,4,5,5,6,7,7,8,12,16
21,136682,1,2019,8,3,4,4,5,5.3999999999999995,7,7,7,7,7,7
1,138372,0,2019,10,3,3,4,5,5,7,7,7,8,9,10
10G,133352,1,2019,2,4,4,5,5,6,6,7,7,7,12,13
21,136641,0,2019,5,3,3,4,5,6,7,7,7,7,8,10
1,133019,0,2019,3,0,1,2,3,5,6,7,7,7,11,14
4,137200,1,2019,7,3,3,4,5,6,7,7,7,7,9,10
4,134377,1,2019,5,4,5,5,6,6.5999999999999943,7,7,7,8,9,9
9,134837,0,2019,4,3,3,3,4,5,6,7,7,8,8,8
21,139380,0,2019,11,4,5,5,6,6,6,7,7,8,9,9
9,140191,1,2019,9,1,3,3,4,7,7,7,7,7,7,7
13,138720,0,2020,4,3,3,4,5,5,6,7,7,7,8,10
16,139229,0,2020,1,3,5,5,6,6,6.099999999999989,7,7,8,10,12
21,139331,0,2020,3,3,3,5,5,5.7999999999999954,6,7,7,8,9,10
1,133164,1,2019,2,3,4,5,5,6,7,7,7,8,9.099999999999989,10
1,133065,1,2019,2,2,3,4,5,5,6,7,7,7,8,11
16,139212,1,2020,1,5,6,6,6,6,7,7,7,10,10,10
9,137491,1,2019,6,5,6,6,7,7,7,7,7,8,10,12
9,140187,1,2020,2,2,2,3,3,4,5,7,7,7,9,9
9,134773,0,2019,4,3,4,5,6,6,7,7,7,8,9,14
16,133827,1,2019,3,2,3,4,5,5,6,7,7,8,10,11
1,133143,1,2019,4,5,5,6,6,6,6,7,7,7,10,10
4,139810,1,2020,3,3,5,5,5,6,6,7,7,8,12,12
16,139240,1,2020,3,1,1,1,3,6,7,7,7,7,7,7
16,149960,1,2020,5,1,2,4,4,4,4,7,7,7,7,7
1,151722,1,2020,4,3,4,5,5,5,7,7,7,7,9,10
9,134835,0,2019,2,3,4,4,4,5,6,7,7,7,12.749999999999988,14
4,139796,0,2020,1,4,5,5,6,6,7,7,7,8,10,11
4,134416,1,2019,3,3,4,4,5,5,6,7,7,7,10,13
13,138741,1,2020,1,2,4,4,5,5,6,7,7,8,10,16
1,138495,1,2019,10,6,6,6,6,6,7,7,7,7,7,7
10G,138697,1,2019,12,0,0.49999999999999928,1,1,6,7,7,7,7,8,8
10G,133313,1,2019,5,0,0,1,1,1.5999999999999956,7,7,7,7,9.94999999999999,11
13,133380,0,2019,1,3,4,5,5,5,6,7,7,8,11,13
9,140161,0,2019,11,6,6,6,6,6,6,7,7,7,9,9
10G,133291,0,2019,4,4,4,5,6,6,7,7,7,8,12,17
21,136687,1,2019,8,1,1,1.8000000000000007,5.5,7,7,7,7,7,12.149999999999999,13
4,134378,1,2019,1,2,2,3,4,5,6,7,7,8,12,17
10A,138600,1,2019,11,2,3,4,4,5,6,7,7,7,8,8
1,138354,0,2019,12,0,0,0,1,2,6,7,7,8,10.749999999999984,13
9,137522,0,2019,8,3,3,4,5,6,7,7,7,7,9,11
13,133392,1,2019,4,3,4,5,5,6,7,7,7,8,12,16
4,134424,1,2019,1,3,3,4,5,5,6,7,7,7,11,12
9,140171,0,2020,4,4,4,4.2000000000000028,5,6,7,7,7,7,12,12
21,136692,1,2019,8,5,7,7,7,7,7,7,7,8,10,10
21,133969,0,2019,2,2,3,3,5,6,6,7,7,7,9,12
21,139338,1,2020,1,2,4,5,5,6,7,7,7,7,9,10
4,139700,1,2020,3,2,3,4,4,5,6,7,7,8,17,19
1,135756,0,2019,8,2,2,3,3.5,5,7,7,7,8,8,8
1,138367,0,2020,4,1,2,4,5,5,7,7,7,8,10,10
21,133976,0,2019,1,2.2000000000000051,3,4,5,6,7,7,7,9,12,13
10G,135976,1,2019,5,1,2,4,5,5,6,7,7,8,13,19
4,139800,0,2019,12,5,5,6,7,7,7,7,7,7,7.1999999999999957,8
16,139125,0,2019,9,3,4,4,5,5,7,7,7,8,14,14
4,134435,0,2019,3,2,2,4,6,6,6,7,7,9,15,18
4,137145,0,2019,8,4,4,5,6,7,7,7,7,8,10,10
1,138463,1,2020,3,2,3,3,5,5,7,7,7,8,9,9
9,134773,0,2019,2,2,2,3,4,5,6,7,7,8,13,16
4,139742,1,2020,4,5,5,5,6,7,7,7,7,8,8.0499999999999776,9
21,139409,0,2019,11,7,7,7,7,7,7,7,7,7,8,8
1,133042,1,2019,1,3,4,5,5,6,7,7,7,7,10,11
4,139685,0,2020,1,1,2,3,4,5,6,7,7,8,13,18
9,151920,0,2020,5,2,2,4,4,5,6,7,7,8,12,15
9,137496,1,2019,7,2,3,4,5,5,6,7,7,8,10,10
16,133867,1,2019,2,5,5,5,5,6,7,7,7,7,8,8
4,139852,0,2020,3,3,4,4,6,6,6,7,7,7,8,9
9,140168,0,2019,9,3,3,4,4,5.7999999999999972,6,7,7,7,8,9
13,138737,1,2020,1,1,2,3,4,5,6,7,7,8,13,16
10G,133340,0,2019,2,4,5,5,5,5,7,7,7,7,8,8
9,137531,1,2019,7,3,4,5,6,6,6.6999999999999931,7,7,8,10,10
13,133382,0,2019,1,3,3,4,5,5,6,7,7,7,11,13
13,138735,1,2019,9,3,4,5,5,7,7,7,7,8,11,12
21,136737,0,2019,7,4,4,5.4000000000000021,6,6,7,7,7,7,7,9
9,137491,1,2019,8,3,4,5,5,6,6,7,7,7,9,10
16,139165,1,2019,10,2,4,4,5,6,6,7,7,8,11,16
16,139165,1,2020,1,2,3,5,5,6,6,7,7,7,9,14
10A,135891,1,2019,6,2,3,4,5,6,7,7,7,8,12,14
16,139228,0,2020,4,6,6,6,6,6,7,7,7,9,9,9
9,137480,1,2019,6,3,3,4,5,6,7,7,7,8,12,14
1,133031,0,2019,3,2,2,3,4,5,6,7,7,7,9,10
1,149223,1,2020,4,2,3,3,4,4,5,7,7,7,7,7
16,133860,1,2019,4,4,5,5,5,7,7,7,7,8,8,9
16,136475,0,2019,5,4,5,5,6,6,7,7,7,7,9,12
10A,133225,0,2019,5,4,5,5,6,7,7,7,7,7,7,10
13,138724,0,2019,12,3,3,4,4,5,6,7,7,8.0000000000000231,11,12
16,139141,0,2019,11,5,5,5,7,7,7,7,7,8,9.1999999999999744,10
28,135649,1,2019,2,5,5,5,6,6,7,7,7,7,12,12
13,138728,0,2020,3,4,4,5,5,6,6,7,7,7,14,17
1,138396,1,2020,2,2,2,2,3,4,6,7,7,7,13,17
1,151675,0,2020,5,3,3.6999999999999975,4,5,6,7,7,7,8,10,13
1,138380,0,2019,9,1,3,3,4,4,5.8999999999999932,7,7,7,10,11
16,139193,0,2019,10,4,4,5,5,6,7,7,7,7,7,8
9,134820,1,2019,3,4,5,5,5,6,7,7,7,7,10,12
4,139703,1,2019,12,3,4,4,5,6,7,7,7,8,10,12
10A,133240,0,2019,2,3,4,4,5,5,7,7,7,8,12,13
16,149966,1,2020,4,2,2,2,3,5,7,7,7,7,7,7
9,140180,1,2020,4,2.6000000000000014,3,3,3,4,4,7,7,7,9,9
13,138722,0,2019,11,3,3,4,5,5,6,7,7,7,9,11
10A,135849,0,2019,6,2,4,4,5,5,6,7,7,7,14.499999999999966,18
16,133834,0,2019,4,1,2,4,4,5,7,7,7,8,8,10
10G,133297,0,2019,2,4,4,5,5,6,6,7,7,7,11,18
28,135633,0,2019,3,3,4,4,5,5.1999999999999957,6,7,7,9,12.299999999999985,15
21,134001,1,2019,4,3,3,5,5,6,7,7,7,8,11,11
4,139776,0,2020,1,1,2,4,5,6,7,7,7,7,9,9
21,139354,1,2020,4,1,1,2,2,4,6.2999999999999945,7,7,7,13.049999999999995,15
13,136067,1,2019,6,4,5,5,6,7,7,7,7,8,10,11
10G,133295,0,2019,5,3,4,5,5,5,6,7,7,7,8.59999999999999,9
4,137176,1,2019,5,3,4,4,4,6,6,7,7,7,10,11
9,134864,1,2019,2,2,5,6,7,7,7,7,7,7.6000000000000112,10,10
16,136452,0,2019,7,3,4,4,5,5,7,7,7,7,11,13
16,139230,0,2019,11,2,2,2,2,2,7,7,7,9,9,9
1,135680,0,2019,5,2,3,4,4,5,6,7,7,7,9,9
13,133379,0,2019,5,5,5,6,6,6,7,7,7,7,7,9
13,138738,1,2019,11,2,3,4,4,5,6,7,7,7,11,20
4,139835,1,2020,3,2,3,3,4,5,6,7,7,8,9,12
16,139180,0,2019,11,0,1,3,4,5,6,7,7,7,7,7
10C,133279,0,2019,1,2,3,4,5,5,6,7,7,7,10,12
10A,138608,1,2020,3,1,4,4,5,5,7,7,7,7,7,8
10G,136009,0,2019,6,5,5,5,6,6,6,7,7,7,11,13
16,133830,1,2019,3,2,3,3,5,6,6,7,7,7,9,12
8,140029,0,2020,4,1,2,2,5,5,6.1999999999999975,7,7,7,7,7
4,134382,1,2019,3,3,3,4,4,6,7,7,7,8,11,16
4,151780,0,2020,4,1,2,3,4,5,6,7,7,7,8,12
4,134343,0,2019,3,2,3,3,4,5,6,7,7,7,9,11
16,139198,0,2020,3,6,6,6,6.5,7,7,7,7,7,8,8
1,138481,1,2020,4,5,5,5,6,6,6,7,7,7,8,8
10A,133251,1,2019,3,1,2,2,5,5,6.9999999999999911,7,7,7,8,9
9,134841,0,2019,2,0,1,3,4,5,6,7,7,8,13,13
16,139183,0,2020,2,2,3,3.000000000000004,6,7,7,7,7,7,9,9
1,138508,1,2019,12,4,4,5,5,6,6,7,7,7,10,11
16,139237,1,2019,11,2,4,5,5,6.9999999999999973,7,7,7,7,7,7
1,133064,1,2019,4,3,4,5,5,6,7,7,7,8,12,19
21,139341,1,2019,9,2,4,5,5,6,6,7,7,7,13,13
16,136569,1,2019,8,1,1,1,3.5,5,5,7,7,7,7,7
1,149221,0,2020,5,5,5,5,6,7,7,7,7,8,9,11
1,133134,1,2019,1,4,4,5,5,6,6,7,7,9,12,12
1,151691,0,2020,5,3,3,4,4,6,7,7,7,8,11,12
9,140153,1,2019,11,2,3,4,5,6,6,7,7,8,12,15
16,139218,1,2019,10,1,2,4,4,6,7,7,7,7,8,8
1,138386,1,2020,2,2,3,4,5,6,6,7,7,7,10,13
4,139802,1,2020,4,2,3,3.4000000000000039,4,6,7,7,7,7,7,8
21,139368,0,2020,2,1,1.6999999999999991,5,6,6,7,7,7,8,8,8
9,151919,0,2020,5,3,4,4,5,6,7,7,7,8,11,12
1,135840,1,2019,6,3,4,5,5,6,7,7,7,7,9,12
10A,149322,1,2020,5,3,4.3999999999999986,5,5,5,6,7,7,7,9,9
9,137475,0,2019,7,2,3,4,5,5,6,7,7,8,12,13
9,137492,1,2019,8,2,3,5,5,6.7999999999999883,7,7,7,8,12,14
16,133842,0,2019,4,1,4,4,5,6,6,7,7,7,7,7
1,133051,1,2019,2,1,2,3,4,5,6,7,7,7,12,15
16,133836,0,2019,3,3,5,5,5,7,7,7,7,7,9,11
1,135757,0,2019,6,3,5,6,6,7,7,7,7,7,8,8
9,140174,0,2019,10,3,3,5,5,6,6,7,7,7,7,9
10A,138532,0,2020,2,2,2,3,4,5,6,7,7,8,11,14
21,139327,0,2020,3,1,2,4,4,5,7,7,7,8,9,10
4,137193,0,2019,7,4,6,6,6,6,7,7,7,8,10,13
19,136574,0,2019,7,3,4,5,5,5,6,7,7,7,11,11
1,133028,0,2019,4,1,2,3,4,5,7,7,7,8,12,14
9,140172,0,2020,3,1,2,3,4,5,6,7,7,8,11,11
21,150127,0,2020,4,2,3.3999999999999995,4.2000000000000011,5,6.7999999999999989,7,7,7,7,7,7
10A,133182,0,2019,3,3,4,4,5,6,6,7,7,8,11,15
9,140197,0,2020,2,4,5,5,6,6,7,7,7,7.4000000000000092,9,9
16,136467,0,2019,5,4,5,5,6,7,7,7,7,8,9,11
9,137549,1,2019,5,2,4,5,5,6,6,7,7,8,9,9
16,133795,0,2019,4,2,3,4,5,6,7,7,7,7,10,11
10A,138598,1,2019,12,2,3,5,6,7,7,7,7,11,13,13
1,133114,0,2019,2,0,4,4.8000000000000016,5,7,7,7,7,7,7,7
16,139241,1,2019,11,3,3,4,4,5,6.7999999999999954,7,7,7,7,7
4,136996,0,2019,5,2,3,4,5,5,7,7,7,7,12,14
9,134808,1,2019,3,3,4,5,5,6,7,7,7,8,10,11
10G,136008,0,2019,5,2,3,3,5,6,6,7,7,8,9,10
16,139208,1,2019,10,4,4,4,5,6,7,7,7,7.0000000000000089,9,9
10G,133342,0,2019,1,2,3,5,6,6,6,7,7,8,9,9
1,135772,0,2019,5,0,0,4,6.5,7,7,7,7,7,8,8
10G,138710,0,2020,2,1,2.7999999999999985,4.2000000000000011,5,5,5.599999999999997,7,7,8,8,8
9,137470,0,2019,5,3,3,5,5,6,6,7,7,7,8,11
10A,133263,0,2019,1,3,4,4.400000000000003,5,6,6,7,7,7,8,9
10A,135849,0,2019,7,3,4,5,5,5,6,7,7,8,11,18
1,151716,1,2020,4,4,5,5,6,6,7,7,7,8,13,15
1,138488,1,2019,10,2,3,3,4,5,6,7,7,7,7,7
4,139805,1,2020,3,5,5,5.0000000000000044,6,6,6,7,7,8,9,9
1,132997,0,2019,1,3,3,4,5,6,6,7,7,7,11,13
9,140153,1,2020,2,1,2,3,3,4,6,7,7,7,9,13
13,133386,0,2019,5,1.2000000000000017,2,3,3,5,6,7,7,8,11,11
21,139341,1,2019,11,3,5,5,6,6,7,7,7,8.0000000000000071,9,9
1,135737,1,2019,8,2,3,3,4,5,6,7,7,7,10,15
16,139197,0,2019,11,4,4,4,4,5,5,7,7,7,8,8
21,139381,0,2019,12,4,4,4,4,6,6,7,7,8,8,8
4,137051,1,2019,7,2,3,4,5,6,7,7,7,8,11,13
1,133048,1,2019,3,3,3,4,5,6,7,7,7,8,10,18
1,138470,1,2019,11,3,5,6,6,6,6,7,7,7,8,8
13,138720,0,2019,11,4,5,5,5,6,6,7,7,7,13,14
21,136691,1,2019,5,3,4,5,5,6,6,7,7,7,9,10
10G,133344,0,2019,4,1,1,5,5,5,6,7,7,8,11,12
21,133968,0,2019,2,2,3,4,5,6,6,7,7,8,11,12
21,139384,0,2020,1,5,6,6,6,6,6.899999999999995,7,7,7,7,8
21,139375,0,2019,9,6,6,7,7,7,7,7,7,7,7,7
16,136498,1,2019,6,2,3,3,4,5,6,7,7,7,10,15
21,136640,0,2019,6,2,4,4,5,6,6,7,7,7,8,13
16,139228,0,2020,2,3,3,5,5,5,6.0999999999999917,7,7,8,10,11
21,150138,0,2020,4,4.0000000000000009,5,6,6,6,7,7,7,7,7,7
21,133973,0,2019,3,4,4,5,5,6,6,7,7,7,10,12
1,138398,1,2019,11,3,5,5,6,6,6,7,7,7,10,12
1,135675,0,2019,5,1,2,3,4,6,7,7,7,8,11,13
1,138442,0,2020,3,4,6,6,6,7,7,7,7,7,7,7
10A,133214,1,2019,1,1,2,3,4,5,6,7,7,7,11,14
1,138391,1,2020,1,4,4,5,5,6,7,7,7,7,10,13
10G,136006,0,2019,5,4,4,5,6,7,7,7,7,7.4000000000000128,9,10
4,137047,1,2019,6,3,4,5,5,6,7,7,7,8,10,14
9,140144,1,2020,2,1,3,4,5,5,6,7,7,8,9,10
21,139316,0,2019,12,1,1,3,4,6,6,7,7,8.60000000000001,11,14
10A,135901,0,2019,8,0,0,1,2,4,6,7,7,8,8,8
1,133133,1,2019,5,3,3.2999999999999994,5,5,5.5999999999999988,7,7,7,7.8000000000000025,14.949999999999998,15
9,137524,0,2019,7,1,1,2,2,2,3,7,7,8,9,10
10A,138522,0,2020,2,2,2,3,5,5,6,7,7,7,11,13
1,133125,1,2019,1,4,5,5,5,6,6,7,7,7,8,9
10G,138634,0,2020,2,2,3,5,5,6,7,7,7,8,10,13
1,138408,1,2020,2,2,4,4,5,5,6,7,7,8,11,14
4,139851,0,2019,12,3,3,4,4,6,7,7,7,9,12,13
4,139799,0,2019,9,4,4,5,6,6,7,7,7,7,8,8
21,133982,0,2019,3,3,4,4,5,6,7,7,7,8,9,12
9,134849,1,2019,1,2,2,3,5,5,7,7,7,8,9.7499999999999911,10
4,134340,0,2019,1,3,3,4,4.5,5,6,7,7,8,14,18
4,139811,1,2020,3,4,5,5,6,7,7,7,7,7,8.1499999999999879,10
9,140124,0,2020,2,2,3,4,5,5,6,7,7,8,10,11
10G,136030,1,2019,7,2,3,3,4,4,6,7,7,7,9,9
1,135839,1,2019,7,4,5,5,6,6,7,7,7,8,9,10
4,134343,0,2019,4,3,4,5,6,6,7,7,7,7,10.799999999999912,14
4,139665,0,2020,4,3,4,5,5,5,7,7,7,7,9,9
4,139777,0,2020,3,2,5,5,6,7,7,7,7,7,9,9
1,133052,1,2019,4,2,3,4,5,5,6,7,7,7,11,15
1,138369,0,2020,1,0,0,2,4,5,6,7,7,8,11,11
16,139235,0,2019,12,5,5,6,6,6,7,7,7,7,7,7
1,138396,1,2019,9,2,3,4,4,6,6,7,7,7,9,10
16,139148,0,2019,10,3,4,5,6,6,6,7,7,7,11,14
4,139802,1,2019,10,4,4,4,4,6,7,7,7,8,9.5999999999999925,10
21,134001,1,2019,3,4,5,5,5,6,7,7,7,8,9,11
1,138387,1,2019,10,2,3,4,5,6,7,7,7,8,12,15
1,135811,1,2019,5,2,4,5,5,6,7,7,7,7,9,11
9,151939,1,2020,4,4,5,5,5,6,6,7,7,8,10,11
1,138350,0,2020,2,3,4,4,5,5,6,7,7,7,12,12
13,138722,0,2019,10,3,3,4,4,5,6,7,7,7,10,11
10A,133185,0,2019,4,3,4,4,5,5,7,7,7,8,9,13
4,137180,1,2019,5,3,4,5,6,7,7,7,7,8,13,14
21,134004,1,2019,4,3,4,5,5,6,6,7,7,7,9,13
1,138415,1,2020,1,2,3,4,5,5,6,7,7,7,9,11
1,133138,1,2019,4,2,4,4,5,5,6,7,7,8,11,12
13,138744,1,2020,3,4,4,5,5,6,7,7,7,10,14,17
9,140119,0,2020,1,3,4,4,5,5,6,7,7,8,12,16
1,133017,0,2019,3,1,3,3,4,5,6,7,7,7,9,10
1,133167,1,2019,2,2,4,5,6,7,7,7,7,8,10,12
13,136059,0,2019,7,3,4,5,5,6,7,7,7,7,12,17
21,139349,1,2020,2,2,3,4,4,5,7,7,7,9,11,11
10A,135938,1,2019,7,4,4,4,6,6,7,7,7,7,8,8
4,137005,0,2019,7,2,3,4,5,6,7,7,7,8,15,18
13,138741,1,2020,4,4,4,5,5,5,7,7,7,7,9,9
1,133018,0,2019,1,2,3,4,5,5,6,7,7,7,10,15
9,137526,0,2019,5,5,5,6,6,6,7,7,7,7,8,9
10A,138548,1,2019,12,2,3,4,5,6,7,7,7,8,11,13
9,140123,0,2020,1,3,3,4,5,6,7,7,7,8,9,11
10A,135927,1,2019,7,1.27675647831893e-15,1,5,5,6,6.4999999999999947,7,7,8,9,9
4,139681,0,2020,2,2,2,4,5,6,6,7,7,7,11,13
4,139839,1,2019,11,5,5,6,6,6.7999999999999963,7,7,7,7,7,8
4,137028,0,2019,8,2,4,4,5,6,7,7,7,9,14,16
9,151932,0,2020,4,3,3,4,5,5,7,7,7,8,11,13
4,139728,1,2019,11,3,4,5,5,5,6,7,7,8,10,13
4,150556,0,2020,4,4,4,4,5,6,7,7,7,8,9,10
16,136497,1,2019,5,4,4,5,5,6,7,7,7,8,15,18
4,139829,1,2019,11,4,4,5,5,6,7,7,7,7,8,8
9,137490,1,2019,5,3,3,4,4,5,6,7,7,7,12,14
4,134474,1,2019,3,4,5,6,6,6,7,7,7,8,12,13
4,134504,1,2019,2,1,3,4,5,6,7,7,7,8,9,10
16,139165,1,2019,9,3,3,4,5,5,6,7,7,8,12,13
16,136499,1,2019,8,1,3,3,3,5,5,7,7,7,10,10
9,151942,1,2020,5,2,3,4,5,5,6,7,7,8,13,15
16,139168,1,2020,2,2,3,4,5,6,7,7,7,8,12,14
1,135779,0,2019,8,2,3,3,5,7,7,7,7,7,11,11
8,134693,0,2019,5,1,1,3,3,3,6.6999999999999948,7,7,7,7,7
21,139382,0,2019,12,3,3,5,6,6,6,7,7,7.0000000000000036,8,10
10C,135944,0,2019,7,1,2,3,4,5,6,7,7,8,13,18
13,133386,0,2019,2,2,3,4,5,5,5,7,7,7,13,17
4,139718,1,2019,9,3,4,4,5,6,6,7,7,7,14,16
10A,133249,1,2019,4,3,4,4,4,5,6,7,7,9,12,12
21,134079,1,2019,4,3,3,4,6,7,7,7,7,7,8,8
10G,133286,0,2019,5,3,4,4,5,6,7,7,7,7,10,14
16,133819,1,2019,4,2,3,4,5,5,6,7,7,9,11,13
1,138403,1,2019,11,2,3,3,4,5,6,7,7,7,10,12
1,135728,1,2019,7,1,2,3,4,5,5.1999999999999549,7,7,7,11,16
1,133068,1,2019,3,3,4,5,5,6,6,7,7,7,11,12
1,133103,0,2019,4,5,6,6,6,6,7,7,7,7,7,7
21,139368,0,2020,4,3,4,5,5,5,6.0999999999999979,7,7,7.4000000000000021,8,8
1,135823,1,2019,6,3,4,4,5,6,7,7,7,7,10,12
