stop_id,stop_lon,stop_lat
266,-85.270812,35.043352
265,-85.270017,35.044827
670,-85.224162,35.04317
1004,-85.156467,35.028733
1003,-85.155545,35.030382
1584,-85.271177,35.042605
1583,-85.271957,35.041147
1524,-85.237147,35.047103
1547,-85.24182,35.048208
1910,-85.153478,35.008285
1825,-85.312469,35.065994
1694,-85.31553,35.06758
1017,-85.159502,35.013033
1016,-85.157595,35.012152
1019,-85.163397,35.01512
1018,-85.161075,35.013748
1021,-85.166463,35.016912
1022,-85.168403,35.01773
1020,-85.164605,35.015955
1023,-85.171915,35.018187
683,-85.257317,35.052087
684,-85.258367,35.052388
685,-85.260592,35.052638
687,-85.263468,35.053688
688,-85.26466,35.05409
689,-85.266743,35.05486
357,-85.274913,35.052302
1835,-85.226425,35.040219
1380,-85.270573,35.040325
427,-85.310325,35.043133
795,-85.310325,35.04503
495,-85.30899,35.041823
1383,-85.255903,35.05273
1025,-85.304953,35.045805
808,-85.305763,35.044333
1026,-85.30427,35.046635
414,-85.303698,35.047683
1027,-85.301807,35.051128
415,-85.303062,35.04884
613,-85.274785,35.052257
1550,-85.276932,35.04905
150,-85.306162,34.99567
371,-85.256587,35.047993
373,-85.256935,35.045268
372,-85.256825,35.046325
384,-85.263675,35.032012
394,-85.270987,35.036312
180,-85.285515,35.045837
1753,-85.286897,35.001657
352,-85.246922,35.069188
351,-85.247352,35.068433
350,-85.24813,35.066995
353,-85.246367,35.070222
219,-85.262038,35.05039
311,-85.264613,35.052095
220,-85.263977,35.051797
261,-85.267188,35.04942
1913,-85.327302,35.008095
1755,-85.156022,35.072547
1756,-85.1536683333333,35.07689
1757,-85.141923,35.070718
1758,-85.13458,35.070985
1759,-85.127935,35.07623
901,-85.1719,35.018218
900,-85.173187,35.017873
902,-85.168705,35.017842
903,-85.165303,35.01634
1908,-85.163762,35.015298
1909,-85.159852,35.013113
905,-85.161457,35.013857
908,-85.155035,35.01063
907,-85.15885,35.012643
1917,-85.15559,35.03003
1880,-85.157357,35.026723
1882,-85.160408,35.036783
1884,-85.160423,35.036763
1754,-85.1345483333333,35.0612216666667
1746,-85.1536683333333,35.07683
1015,-85.155258,35.010888
1733,-85.24767,35.027498
1734,-85.246287,35.030375
1735,-85.245063,35.032623
1832,-85.240926,35.036542
568,-85.31004,35.050933
1870,-85.267697,35.057697
1760,-85.153685,35.07683
44,-85.325823,35.010633
1035,-85.24147,35.033303
1489,-85.243092,35.03022
1034,-85.241883,35.032402
1033,-85.242202,35.031757
1868,-85.311995,35.0521266666667
773,-85.310247,35.048423
168,-85.308752,35.052153
1922,-85.280897,35.055694
1923,-85.307791,35.062616
1926,-85.15616,35.072538
1925,-85.127349,35.076699
1924,-85.194503,35.02501
2086,-85.240707,35.128858
2085,-85.240988,35.132783
2081,-85.24692,35.13836
2028,-85.26241,35.11325
2026,-85.26343,35.11309
2027,-85.26907,35.11171
2030,-85.27505,35.10221
2022,-85.28935,35.07014
2145,-85.305378,35.06218
2001,-85.306584,35.062432
2244,-85.308524,35.062711
2062,-85.30974,35.05364
1939,-85.30966,35.052444
2078,-85.309494,35.047982
2148,-85.154233,35.032516
2055,-85.308998,35.042249
2197,-85.211785,35.008113
2245,-85.2355,35.016055
2223,-85.238315,35.017769
1976,-85.31042,35.04951
1975,-85.310592,35.053453
2063,-85.309682,35.052444
2068,-85.309548,35.047018
2076,-85.309492,35.044638
2010,-85.275844,35.058371
2228,-85.2491,35.07136
2229,-85.24774,35.07085
2222,-85.246341,35.070374
1992,-85.25368,35.05702
2129,-85.26052,35.03929
2130,-85.26436,35.03115
2112,-85.269684,35.038983
2111,-85.269235,35.039839
2132,-85.27405,35.04173
2133,-85.27479,35.04202
2134,-85.29597,35.05021
2071,-85.309492,35.045152
2139,-85.303651,35.047758
2163,-85.301581,35.051274
1997,-85.255025,35.063688
2187,-85.259192,35.062255
2176,-85.309592,35.048144
2177,-85.304736,35.046018
2178,-85.304133,35.04683
2180,-85.301669,35.051265
2179,-85.303027,35.048912
2080,-85.24433,35.13858
2198,-85.21576,35.011216
2238,-85.17063,35.074643
2279,-85.182669,35.073976
2280,-85.196111,35.074761
2239,-85.130214,35.075224
2240,-85.134102,35.071361
2241,-85.141942,35.070712
2242,-85.151122,35.076202
2243,-85.154817,35.075998
2131,-85.26483,35.03033
2274,-85.163361,35.07378
2275,-85.16791,35.074785
2276,-85.169434,35.074732
2277,-85.175718,35.074385
